,race,LSAT,UGPA,ZFYA,fairScore
570,3,39.0,3.2,1.03,39.35429560808496
571,3,32.5,2.6,1.94,33.544646013045195
572,3,32.0,2.9,-0.57,33.544646013045195
573,3,31.0,3.1,0.62,31.433277896279797
574,0,37.0,3.0,-0.04,36.757264183554916
575,0,30.5,3.0,0.77,30.41726256161723
576,3,27.0,2.8,-1.06,27.220225239564655
577,3,36.0,2.6,0.41,37.54798150639539
578,3,29.0,2.1,-0.56,29.368116621576966
579,0,36.0,3.3,0.55,36.757264183554916
580,2,30.0,2.8,0.05,30.6935219105224
581,3,32.5,2.1,0.76,33.544646013045195
582,0,23.5,3.6,0.69,24.314810269694096
583,3,31.0,2.9,-0.9,31.433277896279797
584,3,31.0,3.1,-0.62,31.433277896279797
585,3,30.0,2.7,1.14,31.433277896279797
586,3,31.0,2.9,-1.69,31.433277896279797
587,3,29.0,2.7,-1.03,29.368116621576966
588,3,28.0,2.8,-0.09,29.368116621576966
589,0,40.0,1.7,0.52,41.130447198770625
590,4,29.0,3.6,-0.58,28.866026768202453
591,4,29.0,2.5,0.56,28.866026768202453
592,3,34.0,3.3,-1.24,35.60448111766814
593,3,30.0,3.4,0.71,31.433277896279797
594,3,28.5,2.2,-0.31,29.368116621576966
595,3,36.0,2.2,-0.55,37.54798150639539
596,3,31.0,2.8,0.02,31.433277896279797
597,3,31.0,2.2,-0.48,31.433277896279797
598,0,35.0,2.3,1.69,34.57730321089646
599,3,35.0,3.2,0.78,35.60448111766814
600,3,34.0,3.2,0.97,35.60448111766814
601,2,30.0,2.8,-0.69,30.6935219105224
602,3,32.0,3.4,0.1,33.544646013045195
603,0,37.0,2.7,-0.64,36.757264183554916
604,0,34.5,1.9,-0.93,34.57730321089646
605,0,36.0,2.7,0.78,36.757264183554916
606,3,26.0,3.6,0.03,27.220225239564655
607,3,34.0,3.1,-0.35,35.60448111766814
608,0,28.0,3.9,0.6,28.36397895081746
609,3,26.0,2.9,-0.14,27.220225239564655
610,3,26.5,2.8,-2.14,27.220225239564655
611,3,37.0,1.9,-0.96,37.54798150639539
612,3,32.0,2.1,-0.62,33.544646013045195
613,3,20.0,2.7,-0.93,20.782417822839324
614,0,31.5,2.4,-0.06,32.489412194785075
615,3,33.0,3.7,-0.55,33.544646013045195
616,0,35.0,2.7,-0.28,34.57730321089646
617,3,31.5,2.0,-0.68,33.544646013045195
618,3,23.25,3.5,0.21,25.203060752685662
619,3,29.0,2.7,-0.04,29.368116621576966
620,3,32.0,2.2,-0.91,33.544646013045195
621,0,39.0,2.5,1.4,38.91366637980439
622,3,33.0,2.2,-1.41,33.544646013045195
623,0,33.0,3.0,-0.72,32.489412194785075
624,2,31.0,2.7,0.14,30.6935219105224
625,3,29.5,2.4,-0.17,31.433277896279797
626,3,30.0,2.6,0.89,31.433277896279797
627,3,28.0,2.7,-0.02,29.368116621576966
628,3,29.0,2.6,-1.18,29.368116621576966
629,0,30.25,2.5,-0.43,30.41726256161723
630,3,32.0,2.6,-0.8,33.544646013045195
631,3,26.0,3.1,-0.05,27.220225239564655
632,3,32.0,3.0,1.22,33.544646013045195
633,3,32.0,3.4,-1.68,33.544646013045195
634,3,39.0,2.2,1.72,39.35429560808496
635,3,29.0,2.6,-1.36,29.368116621576966
636,3,30.0,3.6,-0.02,31.433277896279797
637,3,36.5,2.9,1.59,37.54798150639539
638,3,24.0,2.7,0.57,25.203060752685662
639,3,32.0,3.5,0.59,33.544646013045195
640,3,35.0,2.3,0.46,35.60448111766814
641,3,39.0,3.4,1.61,39.35429560808496
642,6,25.0,3.6,1.73,25.0
643,3,32.0,3.0,0.46,33.544646013045195
644,3,34.0,2.9,-0.36,35.60448111766814
645,3,28.0,3.0,1.09,29.368116621576966
646,3,35.0,2.7,-0.21,35.60448111766814
647,2,26.5,3.1,-0.21,26.493419086395843
648,0,32.0,3.0,0.88,32.489412194785075
649,3,30.0,3.3,1.39,31.433277896279797
650,3,28.0,3.1,2.23,29.368116621576966
651,3,23.5,3.6,-0.52,25.203060752685662
652,3,39.0,2.9,2.6,39.35429560808496
653,0,40.0,3.6,0.24,41.130447198770625
654,3,32.0,2.6,1.44,33.544646013045195
655,0,35.0,2.8,2.36,34.57730321089646
656,3,30.0,2.5,0.18,31.433277896279797
657,3,33.0,2.9,0.44,33.544646013045195
658,3,23.0,3.5,0.8,22.950996334913793
659,3,29.0,2.6,-0.61,29.368116621576966
660,3,32.0,2.7,-1.04,33.544646013045195
661,0,35.0,3.0,0.05,34.57730321089646
662,3,27.5,2.4,-0.45,29.368116621576966
663,3,41.0,2.1,0.71,41.524024303598765
664,3,30.0,2.5,-0.69,31.433277896279797
665,3,29.0,2.4,0.49,29.368116621576966
666,3,34.0,3.1,1.52,35.60448111766814
667,3,32.0,3.2,1.14,33.544646013045195
668,3,26.0,3.0,1.49,27.220225239564655
669,3,30.0,3.4,-2.6,31.433277896279797
670,0,40.0,3.7,-0.39,41.130447198770625
671,0,46.0,4.0,1.12,47.13221707128243
672,0,44.5,3.6,0.57,45.28817965263296
673,3,33.0,3.3,-0.82,33.544646013045195
674,0,47.0,3.7,1.22,47.13221707128243
675,3,35.5,3.6,-0.75,37.54798150639539
676,0,45.0,3.1,-0.82,45.28817965263296
677,0,41.0,3.2,-1.21,41.130447198770625
678,0,42.0,4.0,0.37,43.325316413348574
679,0,46.0,3.7,1.55,47.13221707128243
680,0,46.0,2.6,1.22,47.13221707128243
681,0,45.0,3.4,-1.27,45.28817965263296
682,0,45.0,3.6,1.59,45.28817965263296
683,0,48.0,3.6,0.93,49.0
684,0,41.0,3.7,0.19,41.130447198770625
685,0,41.0,3.6,-0.46,41.130447198770625
686,0,45.0,3.6,1.83,45.28817965263296
687,0,46.0,3.6,0.87,47.13221707128243
688,0,45.0,3.8,-1.31,45.28817965263296
689,0,45.0,3.4,-2.96,45.28817965263296
690,0,43.0,3.8,-0.33,43.325316413348574
691,6,41.0,3.4,0.3,41.07243325878752
692,0,43.0,3.5,-0.53,43.325316413348574
693,0,41.0,3.5,-0.65,41.130447198770625
694,0,44.0,3.2,2.33,45.28817965263296
695,3,34.0,3.2,-1.48,35.60448111766814
696,0,47.0,3.5,0.62,47.13221707128243
697,4,45.0,3.9,0.09,45.60374705238594
698,0,39.0,3.9,0.23,38.91366637980439
699,0,45.0,3.7,-1.47,45.28817965263296
700,0,34.0,3.6,0.98,34.57730321089646
701,0,45.0,3.5,-1.14,45.28817965263296
702,0,39.0,3.8,-0.27,38.91366637980439
703,0,42.0,3.6,-0.54,43.325316413348574
704,0,39.5,3.6,-0.09,41.130447198770625
705,6,29.5,3.8,-0.72,30.629235211135693
706,3,28.0,3.1,-1.24,29.368116621576966
707,0,42.0,3.1,-0.57,43.325316413348574
708,3,29.0,2.6,-1.1,29.368116621576966
709,0,42.0,3.6,-0.33,43.325316413348574
710,0,44.0,3.6,-0.55,45.28817965263296
711,0,42.0,3.8,0.28,43.325316413348574
712,0,40.0,3.3,-0.78,41.130447198770625
713,0,42.0,3.6,0.27,43.325316413348574
714,3,34.0,3.7,-1.87,35.60448111766814
715,0,44.0,3.6,0.1,45.28817965263296
716,3,24.0,3.9,-1.21,25.203060752685662
717,3,38.0,3.4,-2.64,39.35429560808496
718,3,36.0,3.5,-0.91,37.54798150639539
719,0,46.0,3.6,1.5,47.13221707128243
720,0,42.0,3.0,-0.76,43.325316413348574
721,4,48.0,3.1,0.99,48.914568854697215
722,4,41.0,3.7,-0.94,41.36829409896348
723,0,37.0,3.6,0.32,36.757264183554916
724,0,37.0,3.7,-0.19,36.757264183554916
725,0,43.0,3.7,-0.85,43.325316413348574
726,0,44.0,3.2,-1.08,45.28817965263296
727,0,45.0,2.9,0.52,45.28817965263296
728,0,41.0,3.2,0.13,41.130447198770625
729,0,39.0,3.7,0.38,38.91366637980439
730,0,41.0,3.9,0.61,41.130447198770625
731,2,40.5,3.5,-0.47,41.0263556823405
732,4,41.0,3.5,-1.08,41.36829409896348
733,0,44.0,3.9,0.54,45.28817965263296
734,0,45.0,3.2,-0.15,45.28817965263296
735,0,39.5,3.7,-0.72,41.130447198770625
736,0,42.5,3.7,0.07,43.325316413348574
737,0,42.0,3.6,-0.16,43.325316413348574
738,0,39.0,3.4,0.1,38.91366637980439
739,0,44.0,3.2,0.99,45.28817965263296
740,0,43.0,3.7,0.77,43.325316413348574
741,0,44.0,3.7,0.77,45.28817965263296
742,0,42.0,3.1,-0.22,43.325316413348574
743,0,42.0,3.7,-0.03,43.325316413348574
744,0,40.5,3.6,0.45,41.130447198770625
745,0,42.0,3.8,0.51,43.325316413348574
746,0,46.0,3.5,-0.31,47.13221707128243
747,0,42.0,3.5,0.2,43.325316413348574
748,0,44.0,3.8,1.08,45.28817965263296
749,0,46.0,3.3,1.72,47.13221707128243
750,0,46.0,3.4,1.5,47.13221707128243
751,0,46.0,3.5,0.51,47.13221707128243
752,0,41.0,3.8,-1.36,41.130447198770625
753,0,44.0,3.7,0.22,45.28817965263296
754,0,41.0,3.3,-0.25,41.130447198770625
755,0,41.0,3.1,-1.3,41.130447198770625
756,0,48.0,3.4,1.44,49.0
757,2,41.0,3.4,-0.92,41.0263556823405
758,2,37.5,3.6,-0.82,38.92157329601039
759,0,48.0,3.7,2.42,49.0
760,0,35.0,3.5,-0.12,34.57730321089646
761,0,43.0,3.6,0.93,43.325316413348574
762,0,40.0,3.9,-0.12,41.130447198770625
763,0,44.0,3.2,1.66,45.28817965263296
764,0,43.0,3.5,-0.6,43.325316413348574
765,0,44.0,3.4,1.53,45.28817965263296
766,5,31.0,3.4,-1.65,30.869172871534854
767,0,41.0,3.7,-1.84,41.130447198770625
768,0,41.0,3.4,0.54,41.130447198770625
769,0,38.0,3.6,0.26,38.91366637980439
770,0,42.0,3.6,1.34,43.325316413348574
771,0,46.0,3.5,0.0,47.13221707128243
772,4,40.0,3.9,-0.63,41.36829409896348
773,0,37.75,3.4,0.25,38.91366637980439
774,0,40.0,3.8,0.48,41.130447198770625
775,0,40.0,3.7,-0.16,41.130447198770625
776,0,42.0,3.9,-0.63,43.325316413348574
777,7,44.0,3.5,0.67,45.33066541465311
778,0,41.0,3.4,0.41,41.130447198770625
779,0,42.0,3.3,-0.15,43.325316413348574
780,0,42.0,3.6,1.63,43.325316413348574
781,2,41.0,3.7,0.1,41.0263556823405
782,0,42.0,3.3,1.18,43.325316413348574
783,0,42.0,3.5,0.48,43.325316413348574
784,0,41.0,3.7,0.04,41.130447198770625
785,0,46.0,3.1,1.98,47.13221707128243
786,2,43.0,3.4,-0.02,43.244136321479594
787,0,32.5,3.1,-2.06,32.489412194785075
788,0,40.0,3.7,-0.25,41.130447198770625
789,2,39.0,3.9,-0.15,38.92157329601039
790,2,42.0,3.6,1.69,43.244136321479594
791,0,38.5,3.6,0.74,38.91366637980439
792,2,43.0,3.6,0.86,43.244136321479594
793,0,39.0,3.5,1.4,38.91366637980439
794,0,44.0,3.1,0.93,45.28817965263296
795,0,41.0,3.4,-0.6,41.130447198770625
796,0,43.0,3.4,-0.6,43.325316413348574
797,0,41.0,3.6,-1.71,41.130447198770625
798,0,44.0,3.3,0.01,45.28817965263296
799,0,45.0,3.6,0.9,45.28817965263296
800,0,41.0,3.6,-0.22,41.130447198770625
801,0,41.0,3.0,1.34,41.130447198770625
802,5,32.0,3.3,-1.01,33.31462131150935
803,0,40.0,3.8,0.55,41.130447198770625
804,0,47.0,3.5,-0.6,47.13221707128243
805,0,36.0,2.8,-1.07,36.757264183554916
806,0,32.0,3.3,-0.4,32.489412194785075
807,0,39.0,2.8,-0.49,38.91366637980439
808,0,29.5,3.4,0.92,30.41726256161723
809,2,37.0,3.0,0.53,36.970070962174326
810,0,35.0,3.6,1.78,34.57730321089646
811,0,29.0,3.3,0.58,28.36397895081746
812,0,39.0,2.4,-0.47,38.91366637980439
813,0,31.0,3.4,0.46,30.41726256161723
814,0,39.0,3.7,1.74,38.91366637980439
815,0,32.0,3.4,-1.21,32.489412194785075
816,0,37.0,2.9,-0.66,36.757264183554916
817,0,30.0,3.4,-1.07,30.41726256161723
818,0,38.0,2.7,-1.07,38.91366637980439
819,0,35.0,3.6,-0.24,34.57730321089646
820,0,34.5,2.5,0.74,34.57730321089646
821,0,38.0,2.5,-0.91,38.91366637980439
822,3,17.5,3.6,-1.54,18.537056086017195
823,0,37.0,3.0,0.51,36.757264183554916
824,0,43.0,4.0,1.51,43.325316413348574
825,0,36.0,3.1,0.51,36.757264183554916
826,0,36.0,2.3,-0.21,36.757264183554916
827,0,41.0,2.5,1.34,41.130447198770625
828,0,26.0,2.6,0.2,26.35008146270513
829,0,39.0,2.8,-0.05,38.91366637980439
830,2,36.0,3.4,-0.63,36.970070962174326
831,0,37.0,2.6,-1.24,36.757264183554916
832,0,36.0,2.6,1.6,36.757264183554916
833,0,39.0,3.2,-1.19,38.91366637980439
834,0,37.0,3.3,0.78,36.757264183554916
835,0,39.0,2.7,-1.03,38.91366637980439
836,0,33.5,3.4,-0.54,34.57730321089646
837,0,36.0,3.2,1.11,36.757264183554916
838,0,40.0,3.8,1.71,41.130447198770625
839,0,40.0,3.8,1.11,41.130447198770625
840,0,28.0,3.3,-0.4,28.36397895081746
841,0,37.0,2.4,0.34,36.757264183554916
842,0,35.0,3.1,-0.49,34.57730321089646
843,0,35.5,2.1,0.06,36.757264183554916
844,0,38.0,3.3,-0.73,38.91366637980439
845,0,36.0,3.2,-0.47,36.757264183554916
846,0,28.0,3.3,-0.91,28.36397895081746
847,0,36.0,2.9,-0.91,36.757264183554916
848,0,37.0,2.6,-0.75,36.757264183554916
849,0,36.0,2.6,-0.52,36.757264183554916
850,0,34.5,3.3,-0.82,34.57730321089646
851,0,36.0,3.0,-0.33,36.757264183554916
852,0,35.0,3.7,-0.49,34.57730321089646
853,0,38.0,3.3,0.18,38.91366637980439
854,0,34.5,2.7,0.39,34.57730321089646
855,0,38.0,3.0,-0.08,38.91366637980439
856,0,37.0,4.0,1.88,36.757264183554916
857,0,36.0,2.9,-0.63,36.757264183554916
858,0,39.0,3.7,0.78,38.91366637980439
859,0,41.0,3.6,1.41,41.130447198770625
860,0,37.0,2.6,0.06,36.757264183554916
861,0,42.0,2.6,0.53,43.325316413348574
862,0,36.0,2.7,-0.17,36.757264183554916
863,0,39.0,3.5,0.46,38.91366637980439
864,0,35.0,3.4,0.99,34.57730321089646
865,0,31.0,3.8,0.53,30.41726256161723
866,0,33.5,3.5,0.5,34.57730321089646
867,0,43.0,2.7,-0.13,43.325316413348574
868,0,23.0,3.0,-0.92,22.28700774327646
869,0,38.0,3.3,0.43,38.91366637980439
870,2,29.0,2.9,-0.56,28.499630728581234
871,0,41.0,2.7,-1.32,41.130447198770625
872,2,35.0,2.6,-0.49,35.0
873,0,29.5,3.5,-0.03,30.41726256161723
874,4,36.0,2.8,-1.98,37.16422603751931
875,0,33.0,3.5,-1.15,32.489412194785075
876,3,28.5,3.0,-1.35,29.368116621576966
877,0,40.0,3.0,0.56,41.130447198770625
878,0,39.0,3.0,-0.53,38.91366637980439
879,0,41.0,2.9,0.37,41.130447198770625
880,2,31.0,3.2,0.4,30.6935219105224
881,3,29.0,2.6,-0.86,29.368116621576966
882,0,33.0,3.5,0.0,32.489412194785075
883,0,31.0,2.4,-0.72,30.41726256161723
884,0,37.0,3.3,0.96,36.757264183554916
885,0,33.0,3.4,-0.56,32.489412194785075
886,0,34.0,3.6,0.13,34.57730321089646
887,0,38.0,2.8,1.32,38.91366637980439
888,0,34.0,3.7,0.6,34.57730321089646
889,0,39.0,3.2,0.56,38.91366637980439
890,0,34.0,3.4,-0.86,34.57730321089646
891,0,37.0,2.9,0.92,36.757264183554916
892,6,35.0,2.8,-1.55,35.0
893,2,37.0,3.0,0.56,36.970070962174326
894,0,43.0,3.7,2.11,43.325316413348574
895,0,36.0,3.1,0.46,36.757264183554916
896,0,35.0,3.6,0.33,34.57730321089646
897,0,41.0,3.3,-0.13,41.130447198770625
898,0,38.0,3.3,1.32,38.91366637980439
899,0,36.0,3.8,-0.06,36.757264183554916
900,4,37.0,3.3,1.78,37.16422603751931
901,4,32.0,3.1,-1.38,33.14032346612947
902,2,40.0,2.9,-0.43,41.0263556823405
903,0,37.0,3.0,0.4,36.757264183554916
904,0,42.0,3.2,-0.46,43.325316413348574
905,0,39.0,2.8,1.42,38.91366637980439
906,0,37.0,3.3,0.6,36.757264183554916
907,0,37.0,2.6,1.69,36.757264183554916
908,0,34.0,3.4,0.79,34.57730321089646
909,0,37.0,3.5,1.95,36.757264183554916
910,0,36.0,3.4,0.07,36.757264183554916
911,0,38.0,3.6,0.4,38.91366637980439
912,2,39.0,2.5,0.79,38.92157329601039
913,0,38.5,3.3,1.35,38.91366637980439
914,3,20.5,2.2,-2.09,20.782417822839324
915,6,30.0,3.5,0.33,30.629235211135693
916,0,35.0,3.5,0.07,34.57730321089646
917,0,30.0,2.8,0.2,30.41726256161723
918,0,41.0,2.8,0.56,41.130447198770625
919,0,38.0,3.1,0.3,38.91366637980439
920,3,32.0,3.3,-1.19,33.544646013045195
921,0,38.5,3.5,0.69,38.91366637980439
922,0,36.0,3.5,-0.16,36.757264183554916
923,3,38.0,3.2,0.79,39.35429560808496
924,0,34.0,2.6,1.05,34.57730321089646
925,0,34.0,3.5,-0.66,34.57730321089646
926,7,32.0,2.5,0.53,33.24944463254971
927,0,40.0,3.1,1.19,41.130447198770625
928,0,44.0,3.1,-0.43,45.28817965263296
929,0,33.0,2.8,-1.32,32.489412194785075
930,0,36.0,3.1,1.62,36.757264183554916
931,0,37.0,3.6,1.62,36.757264183554916
932,0,36.0,3.5,-1.81,36.757264183554916
933,0,33.0,3.1,0.07,32.489412194785075
934,4,26.0,3.6,-1.05,26.76839296436412
935,0,38.0,2.9,0.99,38.91366637980439
936,0,36.0,3.1,-0.49,36.757264183554916
937,2,31.0,3.4,-0.53,30.6935219105224
938,0,30.0,3.6,-0.16,30.41726256161723
939,0,35.0,2.8,0.15,34.57730321089646
940,0,38.0,3.6,0.55,38.91366637980439
941,0,38.0,3.1,0.25,38.91366637980439
942,0,43.0,3.0,0.83,43.325316413348574
943,0,41.0,3.4,-0.74,41.130447198770625
944,0,36.0,3.2,-0.7,36.757264183554916
945,0,35.0,3.2,0.29,34.57730321089646
946,7,35.0,3.2,-0.1,35.135879747367284
947,0,41.0,3.0,1.22,41.130447198770625
948,0,36.0,3.2,-1.63,36.757264183554916
949,0,40.0,3.3,1.27,41.130447198770625
950,2,32.0,3.3,-0.17,32.913069434113176
951,0,35.0,3.6,1.33,34.57730321089646
952,0,39.0,3.6,-0.49,38.91366637980439
953,0,38.0,3.2,0.45,38.91366637980439
954,0,36.0,3.4,0.97,36.757264183554916
955,0,38.0,3.1,-0.94,38.91366637980439
956,0,40.0,3.5,0.54,41.130447198770625
957,0,35.0,3.0,-1.59,34.57730321089646
958,0,38.0,2.8,-1.45,38.91366637980439
959,0,40.0,3.2,0.08,41.130447198770625
960,0,35.0,3.9,1.47,34.57730321089646
961,0,36.0,3.5,-0.98,36.757264183554916
962,0,35.0,3.7,-0.79,34.57730321089646
963,0,44.0,2.8,-0.07,45.28817965263296
964,0,40.0,2.8,0.41,41.130447198770625
965,0,41.0,3.2,1.04,41.130447198770625
966,0,37.0,3.4,0.19,36.757264183554916
967,0,36.0,3.2,-0.05,36.757264183554916
968,0,37.0,3.2,-0.23,36.757264183554916
969,0,43.0,3.7,0.88,43.325316413348574
970,0,36.0,3.7,-0.13,36.757264183554916
971,0,37.0,3.8,-0.88,36.757264183554916
972,0,37.0,3.6,1.49,36.757264183554916
973,0,37.0,3.3,-0.6,36.757264183554916
974,0,38.0,3.3,-0.46,38.91366637980439
975,0,37.0,3.3,-1.24,36.757264183554916
976,0,38.0,3.6,1.36,38.91366637980439
977,0,36.0,3.2,0.26,36.757264183554916
978,0,37.0,3.4,0.16,36.757264183554916
979,0,39.0,2.8,1.04,38.91366637980439
980,0,38.0,3.1,0.51,38.91366637980439
981,4,35.0,3.3,0.01,35.0820453505715
982,0,36.0,3.6,0.94,36.757264183554916
983,0,40.0,2.9,1.36,41.130447198770625
984,0,39.0,3.5,1.61,38.91366637980439
985,0,41.0,3.0,1.66,41.130447198770625
986,0,35.0,3.2,-0.17,34.57730321089646
987,0,38.0,3.5,0.58,38.91366637980439
988,0,35.5,3.3,-0.28,36.757264183554916
989,0,38.0,3.2,0.08,38.91366637980439
990,0,39.0,3.2,-0.52,38.91366637980439
991,0,36.0,3.1,-0.85,36.757264183554916
992,0,36.0,3.6,1.58,36.757264183554916
993,0,38.0,3.5,0.17,38.91366637980439
994,0,38.0,2.9,0.65,38.91366637980439
995,0,37.0,3.2,0.65,36.757264183554916
996,2,37.0,3.5,-1.91,36.970070962174326
997,0,36.0,3.7,-0.24,36.757264183554916
998,0,39.0,3.5,1.2,38.91366637980439
999,0,36.0,3.2,-1.56,36.757264183554916
1000,0,35.0,3.7,0.58,34.57730321089646
1001,0,38.0,3.1,-0.1,38.91366637980439
1002,0,34.0,3.4,0.37,34.57730321089646
1003,0,36.0,3.5,-1.07,36.757264183554916
1004,0,35.0,3.7,0.72,34.57730321089646
1005,0,34.0,3.5,0.05,34.57730321089646
1006,0,37.0,3.4,-0.1,36.757264183554916
1007,0,38.0,3.4,1.88,38.91366637980439
1008,0,37.0,3.0,0.51,36.757264183554916
1009,0,42.0,3.2,1.43,43.325316413348574
1010,0,35.0,3.5,0.97,34.57730321089646
1011,0,37.0,3.1,1.33,36.757264183554916
1012,0,35.0,3.9,2.08,34.57730321089646
1013,0,34.0,3.7,-0.85,34.57730321089646
1014,0,36.0,4.0,-0.6,36.757264183554916
1015,0,42.0,3.0,-0.59,43.325316413348574
1016,2,34.0,3.6,0.94,35.0
1017,0,41.0,2.9,-0.2,41.130447198770625
1018,0,36.0,3.2,-0.33,36.757264183554916
1019,0,39.0,3.2,0.05,38.91366637980439
1020,0,35.0,3.5,0.12,34.57730321089646
1021,0,39.0,3.4,0.19,38.91366637980439
1022,0,36.0,3.5,-0.24,36.757264183554916
1023,2,39.0,3.1,-0.03,38.92157329601039
1024,0,39.0,3.5,1.11,38.91366637980439
1025,0,35.0,3.3,-0.52,34.57730321089646
1026,0,36.0,3.3,0.72,36.757264183554916
1027,0,35.0,3.5,0.19,34.57730321089646
1028,0,35.5,3.7,1.03,36.757264183554916
1029,0,33.5,3.7,-1.07,34.57730321089646
1030,0,34.5,3.2,0.62,34.57730321089646
1031,0,35.0,2.9,-1.24,34.57730321089646
1032,0,36.0,3.6,2.1,36.757264183554916
1033,0,37.0,3.0,-0.29,36.757264183554916
1034,0,41.0,2.8,0.2,41.130447198770625
1035,0,36.0,3.4,0.22,36.757264183554916
1036,0,38.0,2.5,0.24,38.91366637980439
1037,2,28.0,3.5,-0.33,28.499630728581234
1038,0,37.0,2.7,-1.4,36.757264183554916
1039,0,34.0,3.8,0.8,34.57730321089646
1040,0,37.0,3.2,-0.83,36.757264183554916
1041,0,37.0,4.0,-0.13,36.757264183554916
1042,0,41.0,2.5,1.15,41.130447198770625
1043,2,35.0,3.2,-0.46,35.0
1044,0,34.5,3.3,-0.02,34.57730321089646
1045,0,40.0,3.3,0.51,41.130447198770625
1046,0,36.0,2.9,-1.38,36.757264183554916
1047,0,37.0,3.5,2.33,36.757264183554916
1048,0,42.0,2.6,0.49,43.325316413348574
1049,0,38.0,3.9,1.93,38.91366637980439
1050,0,36.0,3.2,-0.02,36.757264183554916
1051,0,36.0,3.4,0.04,36.757264183554916
1052,0,37.0,3.4,1.09,36.757264183554916
1053,0,36.0,2.9,-0.89,36.757264183554916
1054,0,36.0,3.0,-1.4,36.757264183554916
1055,0,35.0,3.3,0.41,34.57730321089646
1056,0,32.0,3.6,-0.41,32.489412194785075
1057,0,35.0,3.2,-0.89,34.57730321089646
1058,0,36.0,3.0,-1.11,36.757264183554916
1059,6,36.0,3.1,1.61,36.785484954174954
1060,0,36.0,2.8,1.03,36.757264183554916
1061,0,37.0,3.5,0.64,36.757264183554916
1062,0,34.0,3.5,0.51,34.57730321089646
1063,2,34.0,3.4,0.66,35.0
1064,2,31.0,2.9,0.14,30.6935219105224
1065,0,42.0,3.9,-0.56,43.325316413348574
1066,0,35.0,3.4,0.51,34.57730321089646
1067,0,39.0,3.4,2.24,38.91366637980439
1068,0,37.0,3.0,-0.35,36.757264183554916
1069,0,34.25,2.6,-0.58,34.57730321089646
1070,0,37.0,2.4,0.43,36.757264183554916
1071,0,43.0,3.4,0.57,43.325316413348574
1072,0,36.0,2.8,-0.35,36.757264183554916
1073,0,39.0,2.8,1.83,38.91366637980439
1074,0,38.0,3.7,0.95,38.91366637980439
1075,2,29.0,3.4,0.2,28.499630728581234
1076,0,35.0,2.9,-0.02,34.57730321089646
1077,0,31.5,3.5,2.1,32.489412194785075
1078,0,34.0,3.5,0.84,34.57730321089646
1079,0,37.0,3.4,0.2,36.757264183554916
1080,0,35.0,3.1,0.33,34.57730321089646
1081,0,42.0,2.6,1.13,43.325316413348574
1082,0,37.0,3.5,0.74,36.757264183554916
1083,0,33.0,3.6,1.11,32.489412194785075
1084,0,35.0,3.5,1.48,34.57730321089646
1085,1,38.0,2.2,0.57,39.0
1086,0,36.0,3.3,-0.76,36.757264183554916
1087,0,38.0,3.6,0.25,38.91366637980439
1088,0,30.0,3.6,-0.79,30.41726256161723
1089,0,36.0,3.7,0.91,36.757264183554916
1090,0,33.5,3.7,0.5,34.57730321089646
1091,0,36.0,3.6,0.84,36.757264183554916
1092,0,25.0,3.5,0.57,24.314810269694096
1093,0,40.0,2.9,-0.68,41.130447198770625
1094,0,36.0,3.7,-1.28,36.757264183554916
1095,5,26.0,2.8,-1.26,26.63121471132672
1096,0,34.0,3.2,-0.18,34.57730321089646
1097,0,36.0,3.8,0.03,36.757264183554916
1098,0,31.5,3.4,0.47,32.489412194785075
1099,0,39.0,2.6,0.68,38.91366637980439
1100,0,27.0,3.0,-1.07,26.35008146270513
1101,0,47.0,2.6,0.78,47.13221707128243
1102,0,30.0,3.8,1.54,30.41726256161723
1103,2,39.0,2.6,0.7,38.92157329601039
1104,0,42.0,3.0,0.57,43.325316413348574
1105,0,37.0,3.8,-1.18,36.757264183554916
1106,0,27.5,3.6,-0.18,28.36397895081746
1107,0,34.0,3.7,-0.63,34.57730321089646
1108,0,39.0,3.1,-0.55,38.91366637980439
1109,0,35.0,3.0,0.18,34.57730321089646
1110,1,34.0,3.8,0.78,35.457271342452515
1111,5,25.0,2.6,-0.08,25.0
1112,0,41.0,3.2,-0.08,41.130447198770625
1113,0,39.0,3.0,0.86,38.91366637980439
1114,0,39.0,3.1,1.44,38.91366637980439
1115,0,34.0,3.0,0.39,34.57730321089646
1116,0,28.0,3.1,-0.29,28.36397895081746
1117,0,37.0,3.2,-0.92,36.757264183554916
1118,0,37.0,3.6,1.54,36.757264183554916
1119,0,30.5,3.4,0.39,30.41726256161723
1120,0,34.0,3.3,1.18,34.57730321089646
1121,0,34.0,3.4,0.05,34.57730321089646
1122,0,25.0,2.9,-1.46,24.314810269694096
1123,0,31.5,2.9,-0.03,32.489412194785075
1124,0,37.0,3.8,0.05,36.757264183554916
1125,0,33.0,3.7,0.1,32.489412194785075
1126,0,36.0,3.1,0.84,36.757264183554916
1127,0,32.0,3.2,0.16,32.489412194785075
1128,0,43.0,3.5,1.67,43.325316413348574
1129,0,35.0,3.9,-0.18,34.57730321089646
1130,0,34.5,3.0,-0.03,34.57730321089646
1131,0,39.0,2.9,-1.75,38.91366637980439
1132,0,27.5,2.7,0.0,28.36397895081746
1133,0,41.0,3.3,0.05,41.130447198770625
1134,0,38.0,3.2,0.26,38.91366637980439
1135,0,35.0,3.8,2.06,34.57730321089646
1136,0,40.0,2.5,-0.81,41.130447198770625
