sex,LSAT,UGPA,ZFYA,uuid
0,32.0,2.2,-0.91,8740142820773794281
0,39.0,2.5,1.4,8740142825068761577
1,33.0,2.2,-1.41,8740142829363728873
1,33.0,3.0,-0.72,8740142833658696169
1,31.0,2.7,0.14,8740142837953663465
1,29.5,2.4,-0.17,8740142842248630761
1,30.0,2.6,0.89,8740142846543598057
1,28.0,2.7,-0.02,8740142850838565353
0,29.0,2.6,-1.18,8740142855133532649
1,30.25,2.5,-0.43,8740142859428499945
0,32.0,2.6,-0.8,8740142863723467241
0,26.0,3.1,-0.05,8740142868018434537
0,32.0,3.0,1.22,8740142872313401833
1,32.0,3.4,-1.68,8740142876608369129
1,39.0,2.2,1.72,8740142880903336425
1,29.0,2.6,-1.36,8740142885198303721
1,30.0,3.6,-0.02,8740142889493271017
1,36.5,2.9,1.59,8740142893788238313
1,24.0,2.7,0.57,8740142898083205609
0,32.0,3.5,0.59,8740142902378172905
1,35.0,2.3,0.46,8740142906673140201
1,39.0,3.4,1.61,8740142910968107497
1,25.0,3.6,1.73,8740142915263074793
1,32.0,3.0,0.46,8740142919558042089
1,34.0,2.9,-0.36,8740142923853009385
1,28.0,3.0,1.09,8740142928147976681
1,35.0,2.7,-0.21,8740142932442943977
1,26.5,3.1,-0.21,8740142936737911273
1,32.0,3.0,0.88,8740142941032878569
0,30.0,3.3,1.39,8740142945327845865
1,28.0,3.1,2.23,8740142949622813161
1,23.5,3.6,-0.52,8740142953917780457
0,39.0,2.9,2.6,8740142958212747753
0,40.0,3.6,0.24,8740142962507715049
0,32.0,2.6,1.44,8740142966802682345
1,35.0,2.8,2.36,8740142971097649641
1,30.0,2.5,0.18,8740142975392616937
1,33.0,2.9,0.44,8740142979687584233
0,23.0,3.5,0.8,8740142983982551529
0,29.0,2.6,-0.61,8740142988277518825
1,32.0,2.7,-1.04,8740142992572486121
1,35.0,3.0,0.05,8740142996867453417
0,27.5,2.4,-0.45,8740143001162420713
0,41.0,2.1,0.71,8740143005457388009
0,30.0,2.5,-0.69,8740143009752355305
1,29.0,2.4,0.49,8740143014047322601
0,34.0,3.1,1.52,8740143018342289897
1,32.0,3.2,1.14,8740143022637257193
1,26.0,3.0,1.49,8740143026932224489
1,30.0,3.4,-2.6,8740143031227191785
0,40.0,3.7,-0.39,8740143035522159081
1,46.0,4.0,1.12,8740143039817126377
0,44.5,3.6,0.57,8740143044112093673
0,33.0,3.3,-0.82,8740143048407060969
0,47.0,3.7,1.22,8740143052702028265
0,35.5,3.6,-0.75,8740143056996995561
0,45.0,3.1,-0.82,8740143061291962857
0,41.0,3.2,-1.21,8740143065586930153
1,42.0,4.0,0.37,8740143069881897449
1,46.0,3.7,1.55,8740143074176864745
1,46.0,2.6,1.22,8740143078471832041
0,45.0,3.4,-1.27,8740143082766799337
0,45.0,3.6,1.59,8740143087061766633
1,48.0,3.6,0.93,8740143091356733929
1,41.0,3.7,0.19,8740143095651701225
1,41.0,3.6,-0.46,8740143099946668521
1,45.0,3.6,1.83,8740143104241635817
0,46.0,3.6,0.87,8740143108536603113
0,45.0,3.8,-1.31,8740143112831570409
0,45.0,3.4,-2.96,8740143117126537705
1,43.0,3.8,-0.33,8740143121421505001
1,41.0,3.4,0.3,8740143125716472297
1,43.0,3.5,-0.53,8740143130011439593
0,41.0,3.5,-0.65,8740143134306406889
0,44.0,3.2,2.33,8740143138601374185
0,34.0,3.2,-1.48,8740143142896341481
0,47.0,3.5,0.62,8740143147191308777
0,45.0,3.9,0.09,8740143151486276073
1,39.0,3.9,0.23,8740143155781243369
1,45.0,3.7,-1.47,8740143160076210665
0,34.0,3.6,0.98,8740143164371177961
0,45.0,3.5,-1.14,8740143168666145257
0,39.0,3.8,-0.27,8740143172961112553
0,42.0,3.6,-0.54,8740143177256079849
1,39.5,3.6,-0.09,8740143181551047145
0,29.5,3.8,-0.72,8740143185846014441
1,28.0,3.1,-1.24,8740143190140981737
0,42.0,3.1,-0.57,8740143194435949033
1,29.0,2.6,-1.1,8740143198730916329
0,42.0,3.6,-0.33,8740143203025883625
1,44.0,3.6,-0.55,8740143207320850921
0,42.0,3.8,0.28,8740143211615818217
1,40.0,3.3,-0.78,8740143215910785513
1,42.0,3.6,0.27,8740143220205752809
1,34.0,3.7,-1.87,8740143224500720105
1,44.0,3.6,0.1,8740143228795687401
1,24.0,3.9,-1.21,8740143233090654697
0,38.0,3.4,-2.64,8740143237385621993
1,36.0,3.5,-0.91,8740143241680589289
1,46.0,3.6,1.5,8740143245975556585
0,42.0,3.0,-0.76,8740143250270523881
0,48.0,3.1,0.99,8740143254565491177
1,41.0,3.7,-0.94,8740143258860458473
0,37.0,3.6,0.32,8740143263155425769
0,37.0,3.7,-0.19,8740143267450393065
0,43.0,3.7,-0.85,8740143271745360361
0,44.0,3.2,-1.08,8740143276040327657
0,45.0,2.9,0.52,8740143280335294953
1,41.0,3.2,0.13,8740143284630262249
0,39.0,3.7,0.38,8740143288925229545
0,41.0,3.9,0.61,8740143293220196841
1,40.5,3.5,-0.47,8740143297515164137
1,41.0,3.5,-1.08,8740143301810131433
0,44.0,3.9,0.54,8740143306105098729
0,45.0,3.2,-0.15,8740143310400066025
1,39.5,3.7,-0.72,8740143314695033321
0,42.5,3.7,0.07,8740143318990000617
0,42.0,3.6,-0.16,8740143323284967913
1,39.0,3.4,0.1,8740143327579935209
1,44.0,3.2,0.99,8740143331874902505
0,43.0,3.7,0.77,8740143336169869801
0,44.0,3.7,0.77,8740143340464837097
0,42.0,3.1,-0.22,8740143344759804393
1,42.0,3.7,-0.03,8740143349054771689
1,40.5,3.6,0.45,8740143353349738985
0,42.0,3.8,0.51,8740143357644706281
1,46.0,3.5,-0.31,8740143361939673577
0,42.0,3.5,0.2,8740143366234640873
1,44.0,3.8,1.08,8740143370529608169
0,46.0,3.3,1.72,8740143374824575465
1,46.0,3.4,1.5,8740143379119542761
0,46.0,3.5,0.51,8740143383414510057
0,41.0,3.8,-1.36,8740143387709477353
1,44.0,3.7,0.22,8740143392004444649
0,41.0,3.3,-0.25,8740143396299411945
1,41.0,3.1,-1.3,8740143400594379241
1,48.0,3.4,1.44,8740143404889346537
0,41.0,3.4,-0.92,8740143409184313833
1,37.5,3.6,-0.82,8740143413479281129
1,48.0,3.7,2.42,8740143417774248425
1,35.0,3.5,-0.12,8740143422069215721
0,43.0,3.6,0.93,8740143426364183017
1,40.0,3.9,-0.12,8740143430659150313
0,44.0,3.2,1.66,8740143434954117609
0,43.0,3.5,-0.6,8740143439249084905
1,44.0,3.4,1.53,8740143443544052201
1,31.0,3.4,-1.65,8740143447839019497
0,41.0,3.7,-1.84,8740143452133986793
1,41.0,3.4,0.54,8740143456428954089
1,38.0,3.6,0.26,8740143460723921385
0,42.0,3.6,1.34,8740143465018888681
0,46.0,3.5,0.0,8740143469313855977
1,40.0,3.9,-0.63,8740143473608823273
0,37.75,3.4,0.25,8740143477903790569
0,40.0,3.8,0.48,8740143482198757865
1,40.0,3.7,-0.16,8740143486493725161
0,42.0,3.9,-0.63,8740143490788692457
1,44.0,3.5,0.67,8740143495083659753
0,41.0,3.4,0.41,8740143499378627049
1,42.0,3.3,-0.15,8740143503673594345
1,42.0,3.6,1.63,8740143507968561641
1,41.0,3.7,0.1,8740143512263528937
0,42.0,3.3,1.18,8740143516558496233
1,42.0,3.5,0.48,8740143520853463529
1,41.0,3.7,0.04,8740143525148430825
0,46.0,3.1,1.98,8740143529443398121
1,43.0,3.4,-0.02,8740143533738365417
0,32.5,3.1,-2.06,8740143538033332713
0,40.0,3.7,-0.25,8740143542328300009
0,39.0,3.9,-0.15,8740143546623267305
0,42.0,3.6,1.69,8740143550918234601
1,38.5,3.6,0.74,8740143555213201897
1,43.0,3.6,0.86,8740143559508169193
0,39.0,3.5,1.4,8740143563803136489
0,44.0,3.1,0.93,8740143568098103785
0,41.0,3.4,-0.6,8740143572393071081
1,43.0,3.4,-0.6,8740143576688038377
1,41.0,3.6,-1.71,8740143580983005673
0,44.0,3.3,0.01,8740143585277972969
0,45.0,3.6,0.9,8740143589572940265
0,41.0,3.6,-0.22,8740143593867907561
0,41.0,3.0,1.34,8740143598162874857
0,32.0,3.3,-1.01,8740143602457842153
1,40.0,3.8,0.55,8740143606752809449
0,47.0,3.5,-0.6,8740143611047776745
0,36.0,2.8,-1.07,8740143615342744041
0,32.0,3.3,-0.4,8740143619637711337
0,39.0,2.8,-0.49,8740143623932678633
0,29.5,3.4,0.92,8740143628227645929
0,37.0,3.0,0.53,8740143632522613225
1,35.0,3.6,1.78,8740143636817580521
0,29.0,3.3,0.58,8740143641112547817
1,39.0,2.4,-0.47,8740143645407515113
0,31.0,3.4,0.46,8740143649702482409
1,39.0,3.7,1.74,8740143653997449705
1,32.0,3.4,-1.21,8740143658292417001
0,37.0,2.9,-0.66,8740143662587384297
0,30.0,3.4,-1.07,8740143666882351593
0,38.0,2.7,-1.07,8740143671177318889
1,35.0,3.6,-0.24,8740143675472286185
0,34.5,2.5,0.74,8740143679767253481
0,38.0,2.5,-0.91,8740143684062220777
0,17.5,3.6,-1.54,8740143688357188073
0,37.0,3.0,0.51,8740143692652155369
1,43.0,4.0,1.51,8740143696947122665
0,36.0,3.1,0.51,8740143701242089961
0,36.0,2.3,-0.21,8740143705537057257
0,41.0,2.5,1.34,8740143709832024553
0,26.0,2.6,0.2,8740143714126991849
0,39.0,2.8,-0.05,8740143718421959145
1,36.0,3.4,-0.63,8740143722716926441
0,37.0,2.6,-1.24,8740143727011893737
0,36.0,2.6,1.6,8740143731306861033
0,39.0,3.2,-1.19,8740143735601828329
0,37.0,3.3,0.78,8740143739896795625
0,39.0,2.7,-1.03,8740143744191762921
1,33.5,3.4,-0.54,8740143748486730217
0,36.0,3.2,1.11,8740143752781697513
1,40.0,3.8,1.71,8740143757076664809
1,40.0,3.8,1.11,8740143761371632105
0,28.0,3.3,-0.4,8740143765666599401
1,37.0,2.4,0.34,8740143769961566697
0,35.0,3.1,-0.49,8740143774256533993
1,35.5,2.1,0.06,8740143778551501289
0,38.0,3.3,-0.73,8740143782846468585
0,36.0,3.2,-0.47,8740143787141435881
0,28.0,3.3,-0.91,8740143791436403177
1,36.0,2.9,-0.91,8740143795731370473
1,37.0,2.6,-0.75,8740143800026337769
1,36.0,2.6,-0.52,8740143804321305065
1,34.5,3.3,-0.82,8740143808616272361
0,36.0,3.0,-0.33,8740143812911239657
1,35.0,3.7,-0.49,8740143817206206953
0,38.0,3.3,0.18,8740143821501174249
0,34.5,2.7,0.39,8740143825796141545
0,38.0,3.0,-0.08,8740143830091108841
1,37.0,4.0,1.88,8740143834386076137
0,36.0,2.9,-0.63,8740143838681043433
1,39.0,3.7,0.78,8740143842976010729
1,41.0,3.6,1.41,8740143847270978025
0,37.0,2.6,0.06,8740143851565945321
0,42.0,2.6,0.53,8740143855860912617
0,36.0,2.7,-0.17,8740143860155879913
0,39.0,3.5,0.46,8740143864450847209
1,35.0,3.4,0.99,8740143868745814505
0,31.0,3.8,0.53,8740143873040781801
1,33.5,3.5,0.5,8740143877335749097
0,43.0,2.7,-0.13,8740143881630716393
1,23.0,3.0,-0.92,8740143885925683689
0,38.0,3.3,0.43,8740143890220650985
0,29.0,2.9,-0.56,8740143894515618281
0,41.0,2.7,-1.32,8740143898810585577
0,35.0,2.6,-0.49,8740143903105552873
0,29.5,3.5,-0.03,8740143907400520169
0,36.0,2.8,-1.98,8740143911695487465
0,33.0,3.5,-1.15,8740143915990454761
0,28.5,3.0,-1.35,8740143920285422057
0,40.0,3.0,0.56,8740143924580389353
1,39.0,3.0,-0.53,8740143928875356649
0,41.0,2.9,0.37,8740143933170323945
0,31.0,3.2,0.4,8740143937465291241
0,29.0,2.6,-0.86,8740143941760258537
1,33.0,3.5,0.0,8740143946055225833
0,31.0,2.4,-0.72,8740143950350193129
0,37.0,3.3,0.96,8740143954645160425
0,33.0,3.4,-0.56,8740143958940127721
0,34.0,3.6,0.13,8740143963235095017
0,38.0,2.8,1.32,8740143967530062313
0,34.0,3.7,0.6,8740143971825029609
0,39.0,3.2,0.56,8740143976119996905
1,34.0,3.4,-0.86,8740143980414964201
1,37.0,2.9,0.92,8740143984709931497
1,35.0,2.8,-1.55,8740143989004898793
1,37.0,3.0,0.56,8740143993299866089
0,43.0,3.7,2.11,8740143997594833385
1,36.0,3.1,0.46,8740144001889800681
1,35.0,3.6,0.33,8740144006184767977
1,41.0,3.3,-0.13,8740144010479735273
0,38.0,3.3,1.32,8740144014774702569
1,36.0,3.8,-0.06,8740144019069669865
0,37.0,3.3,1.78,8740144023364637161
1,32.0,3.1,-1.38,8740144027659604457
1,40.0,2.9,-0.43,8740144031954571753
0,37.0,3.0,0.4,8740144036249539049
0,42.0,3.2,-0.46,8740144040544506345
1,39.0,2.8,1.42,8740144044839473641
0,37.0,3.3,0.6,8740144049134440937
0,37.0,2.6,1.69,8740144053429408233
1,34.0,3.4,0.79,8740144057724375529
0,37.0,3.5,1.95,8740144062019342825
0,36.0,3.4,0.07,8740144066314310121
0,38.0,3.6,0.4,8740144070609277417
0,39.0,2.5,0.79,8740144074904244713
0,38.5,3.3,1.35,8740144079199212009
0,20.5,2.2,-2.09,8740144083494179305
0,30.0,3.5,0.33,8740144087789146601
1,35.0,3.5,0.07,8740144092084113897
1,30.0,2.8,0.2,8740144096379081193
0,41.0,2.8,0.56,8740144100674048489
1,38.0,3.1,0.3,8740144104969015785
1,32.0,3.3,-1.19,8740144109263983081
0,38.5,3.5,0.69,8740144113558950377
0,36.0,3.5,-0.16,8740144117853917673
1,38.0,3.2,0.79,8740144122148884969
0,34.0,2.6,1.05,8740144126443852265
0,34.0,3.5,-0.66,8740144130738819561
1,32.0,2.5,0.53,8740144135033786857
0,40.0,3.1,1.19,8740144139328754153
0,44.0,3.1,-0.43,8740144143623721449
0,33.0,2.8,-1.32,8740144147918688745
0,36.0,3.1,1.62,8740144152213656041
1,37.0,3.6,1.62,8740144156508623337
0,36.0,3.5,-1.81,8740144160803590633
1,33.0,3.1,0.07,8740144165098557929
1,26.0,3.6,-1.05,8740144169393525225
0,38.0,2.9,0.99,8740144173688492521
1,36.0,3.1,-0.49,8740144177983459817
1,31.0,3.4,-0.53,8740144182278427113
1,30.0,3.6,-0.16,8740144186573394409
1,35.0,2.8,0.15,8740144190868361705
0,38.0,3.6,0.55,8740144195163329001
1,38.0,3.1,0.25,8740144199458296297
0,43.0,3.0,0.83,8740144203753263593
0,41.0,3.4,-0.74,8740144208048230889
0,36.0,3.2,-0.7,8740144212343198185
1,35.0,3.2,0.29,8740144216638165481
0,35.0,3.2,-0.1,8740144220933132777
1,41.0,3.0,1.22,8740144225228100073
1,36.0,3.2,-1.63,8740144229523067369
0,40.0,3.3,1.27,8740144233818034665
0,32.0,3.3,-0.17,8740144238113001961
1,35.0,3.6,1.33,8740144242407969257
0,39.0,3.6,-0.49,8740144246702936553
0,38.0,3.2,0.45,8740144250997903849
0,36.0,3.4,0.97,8740144255292871145
0,38.0,3.1,-0.94,8740144259587838441
0,40.0,3.5,0.54,8740144263882805737
1,35.0,3.0,-1.59,8740144268177773033
0,38.0,2.8,-1.45,8740144272472740329
1,40.0,3.2,0.08,8740144276767707625
0,35.0,3.9,1.47,8740144281062674921
1,36.0,3.5,-0.98,8740144285357642217
0,35.0,3.7,-0.79,8740144289652609513
0,44.0,2.8,-0.07,8740144293947576809
0,40.0,2.8,0.41,8740144298242544105
0,41.0,3.2,1.04,8740144302537511401
1,37.0,3.4,0.19,8740144306832478697
0,36.0,3.2,-0.05,8740144311127445993
1,37.0,3.2,-0.23,8740144315422413289
1,43.0,3.7,0.88,8740144319717380585
1,36.0,3.7,-0.13,8740144324012347881
1,37.0,3.8,-0.88,8740144328307315177
0,37.0,3.6,1.49,8740144332602282473
1,37.0,3.3,-0.6,8740144336897249769
0,38.0,3.3,-0.46,8740144341192217065
1,37.0,3.3,-1.24,8740144345487184361
1,38.0,3.6,1.36,8740144349782151657
0,36.0,3.2,0.26,8740144354077118953
0,37.0,3.4,0.16,8740144358372086249
0,39.0,2.8,1.04,8740144362667053545
1,38.0,3.1,0.51,8740144366962020841
1,35.0,3.3,0.01,8740144371256988137
0,36.0,3.6,0.94,8740144375551955433
0,40.0,2.9,1.36,8740144379846922729
0,39.0,3.5,1.61,8740144384141890025
0,41.0,3.0,1.66,8740144388436857321
0,35.0,3.2,-0.17,8740144392731824617
0,38.0,3.5,0.58,8740144397026791913
1,35.5,3.3,-0.28,8740144401321759209
0,38.0,3.2,0.08,8740144405616726505
1,39.0,3.2,-0.52,8740144409911693801
0,36.0,3.1,-0.85,8740144414206661097
1,36.0,3.6,1.58,8740144418501628393
1,38.0,3.5,0.17,8740144422796595689
0,38.0,2.9,0.65,8740144427091562985
1,37.0,3.2,0.65,8740144431386530281
1,37.0,3.5,-1.91,8740144435681497577
0,36.0,3.7,-0.24,8740144439976464873
0,39.0,3.5,1.2,8740144444271432169
0,36.0,3.2,-1.56,8740144448566399465
1,35.0,3.7,0.58,8740267546624070121
0,38.0,3.1,-0.1,8740267550919037417
1,34.0,3.4,0.37,8740267555214004713
1,36.0,3.5,-1.07,8740267559508972009
1,35.0,3.7,0.72,8740267563803939305
0,34.0,3.5,0.05,8740267568098906601
1,37.0,3.4,-0.1,8740267572393873897
1,38.0,3.4,1.88,8740267576688841193
1,37.0,3.0,0.51,8740267580983808489
1,42.0,3.2,1.43,8740267585278775785
0,35.0,3.5,0.97,8740267589573743081
1,37.0,3.1,1.33,8740267593868710377
1,35.0,3.9,2.08,8740267598163677673
0,34.0,3.7,-0.85,8740267602458644969
1,36.0,4.0,-0.6,8740267606753612265
1,42.0,3.0,-0.59,8740267611048579561
0,34.0,3.6,0.94,8740267615343546857
0,41.0,2.9,-0.2,8740267619638514153
1,36.0,3.2,-0.33,8740267623933481449
0,39.0,3.2,0.05,8740267628228448745
0,35.0,3.5,0.12,8740267632523416041
1,39.0,3.4,0.19,8740267636818383337
0,36.0,3.5,-0.24,8740267641113350633
0,39.0,3.1,-0.03,8740267645408317929
1,39.0,3.5,1.11,8740267649703285225
1,35.0,3.3,-0.52,8740267653998252521
0,36.0,3.3,0.72,8740267658293219817
0,35.0,3.5,0.19,8740267662588187113
0,35.5,3.7,1.03,8740267666883154409
1,33.5,3.7,-1.07,8740267671178121705
0,34.5,3.2,0.62,8740267675473089001
1,35.0,2.9,-1.24,8740267679768056297
1,36.0,3.6,2.1,8740267684063023593
0,37.0,3.0,-0.29,8740267688357990889
0,41.0,2.8,0.2,8740267692652958185
0,36.0,3.4,0.22,8740267696947925481
0,38.0,2.5,0.24,8740267701242892777
0,28.0,3.5,-0.33,8740267705537860073
1,37.0,2.7,-1.4,8740267709832827369
0,34.0,3.8,0.8,8740267714127794665
1,37.0,3.2,-0.83,8740267718422761961
1,37.0,4.0,-0.13,8740267722717729257
0,41.0,2.5,1.15,8740267727012696553
0,35.0,3.2,-0.46,8740267731307663849
1,34.5,3.3,-0.02,8740267735602631145
1,40.0,3.3,0.51,8740267739897598441
1,36.0,2.9,-1.38,8740267744192565737
1,37.0,3.5,2.33,8740267748487533033
0,42.0,2.6,0.49,8740267752782500329
0,38.0,3.9,1.93,8740267757077467625
0,36.0,3.2,-0.02,8740267761372434921
0,36.0,3.4,0.04,8740267765667402217
1,37.0,3.4,1.09,8740267769962369513
0,36.0,2.9,-0.89,8740267774257336809
0,36.0,3.0,-1.4,8740267778552304105
0,35.0,3.3,0.41,8740267782847271401
1,32.0,3.6,-0.41,8740267787142238697
0,35.0,3.2,-0.89,8740267791437205993
0,36.0,3.0,-1.11,8740267795732173289
1,36.0,3.1,1.61,8740267800027140585
1,36.0,2.8,1.03,8740267804322107881
0,37.0,3.5,0.64,8740267808617075177
0,34.0,3.5,0.51,8740267812912042473
0,34.0,3.4,0.66,8740267817207009769
1,31.0,2.9,0.14,8740267821501977065
1,42.0,3.9,-0.56,8740267825796944361
1,35.0,3.4,0.51,8740267830091911657
1,39.0,3.4,2.24,8740267834386878953
0,37.0,3.0,-0.35,8740267838681846249
0,34.25,2.6,-0.58,8740267842976813545
0,37.0,2.4,0.43,8740267847271780841
0,43.0,3.4,0.57,8740267851566748137
0,36.0,2.8,-0.35,8740267855861715433
0,39.0,2.8,1.83,8740267860156682729
1,38.0,3.7,0.95,8740267864451650025
1,29.0,3.4,0.2,8740267868746617321
1,35.0,2.9,-0.02,8740267873041584617
1,31.5,3.5,2.1,8740267877336551913
1,34.0,3.5,0.84,8740267881631519209
0,37.0,3.4,0.2,8740267885926486505
0,35.0,3.1,0.33,8740267890221453801
0,42.0,2.6,1.13,8740267894516421097
1,37.0,3.5,0.74,8740267898811388393
1,33.0,3.6,1.11,8740267903106355689
0,35.0,3.5,1.48,8740267907401322985
0,38.0,2.2,0.57,8740267911696290281
1,36.0,3.3,-0.76,8740267915991257577
1,38.0,3.6,0.25,8740267920286224873
0,30.0,3.6,-0.79,8740267924581192169
0,36.0,3.7,0.91,8740267928876159465
1,33.5,3.7,0.5,8740267933171126761
1,36.0,3.6,0.84,8740267937466094057
1,25.0,3.5,0.57,8740267941761061353
0,40.0,2.9,-0.68,8740267946056028649
0,36.0,3.7,-1.28,8740267950350995945
1,26.0,2.8,-1.26,8740267954645963241
1,34.0,3.2,-0.18,8740267958940930537
0,36.0,3.8,0.03,8740267963235897833
1,31.5,3.4,0.47,8740267967530865129
1,39.0,2.6,0.68,8740267971825832425
1,27.0,3.0,-1.07,8740267976120799721
0,47.0,2.6,0.78,8740267980415767017
1,30.0,3.8,1.54,8740267984710734313
0,39.0,2.6,0.7,8740267989005701609
0,42.0,3.0,0.57,8740267993300668905
1,37.0,3.8,-1.18,8740267997595636201
1,27.5,3.6,-0.18,8740268001890603497
1,34.0,3.7,-0.63,8740268006185570793
1,39.0,3.1,-0.55,8740268010480538089
1,35.0,3.0,0.18,8740268014775505385
0,34.0,3.8,0.78,8740268019070472681
0,25.0,2.6,-0.08,8740268023365439977
1,41.0,3.2,-0.08,8740268027660407273
1,39.0,3.0,0.86,8740268031955374569
1,39.0,3.1,1.44,8740268036250341865
1,34.0,3.0,0.39,8740268040545309161
0,28.0,3.1,-0.29,8740268044840276457
0,37.0,3.2,-0.92,8740268049135243753
0,37.0,3.6,1.54,8740268053430211049
1,30.5,3.4,0.39,8740268057725178345
1,34.0,3.3,1.18,8740268062020145641
0,34.0,3.4,0.05,8740268066315112937
1,25.0,2.9,-1.46,8740268070610080233
0,31.5,2.9,-0.03,8740268074905047529
1,37.0,3.8,0.05,8740268079200014825
1,33.0,3.7,0.1,8740268083494982121
1,36.0,3.1,0.84,8740268087789949417
1,32.0,3.2,0.16,8740268092084916713
0,43.0,3.5,1.67,8740268096379884009
1,35.0,3.9,-0.18,8740268100674851305
1,34.5,3.0,-0.03,8740268104969818601
1,39.0,2.9,-1.75,8740268109264785897
1,27.5,2.7,0.0,8740268113559753193
0,41.0,3.3,0.05,8740268117854720489
0,38.0,3.2,0.26,8740268122149687785
1,35.0,3.8,2.06,8740268126444655081
0,40.0,2.5,-0.81,8740268130739622377
1,31.0,3.0,-0.03,8740268135034589673
0,27.0,3.2,-0.37,8740268139329556969
1,40.0,3.8,-0.54,8740268143624524265
1,36.0,2.9,-0.95,8740268147919491561
0,39.0,3.1,-0.38,8740268152214458857
0,40.0,3.4,0.12,8740268156509426153
1,37.0,3.7,-0.59,8740268160804393449
1,43.0,3.1,0.42,8740268165099360745
0,38.0,3.2,1.28,8740268169394328041
0,34.0,3.4,-0.47,8740268173689295337
0,42.0,3.2,0.02,8740268177984262633
0,39.0,3.3,0.58,8740268182279229929
0,39.0,3.3,0.12,8740268186574197225
1,36.0,3.3,0.98,8740268190869164521
1,39.0,3.8,1.3,8740268195164131817
0,46.0,3.1,0.82,8740268199459099113
0,37.0,3.8,0.51,8740268203754066409
0,40.0,3.3,-0.98,8740268208049033705
0,40.0,3.0,0.3,8740268212344001001
0,28.0,2.8,-1.05,8740268216638968297
0,32.0,3.0,-0.81,8740268220933935593
0,44.0,3.1,0.36,8740268225228902889
1,32.0,2.6,-1.03,8740268229523870185
0,39.0,3.8,-0.68,8740268233818837481
1,33.0,3.8,0.27,8740268238113804777
0,36.0,3.1,-0.79,8740268242408772073
0,38.0,3.4,0.89,8740268246703739369
1,36.0,3.5,0.3,8740268250998706665
0,36.0,3.4,-0.6,8740268255293673961
0,37.0,3.8,0.75,8740268259588641257
0,37.0,3.4,0.06,8740268263883608553
0,40.0,2.8,0.7,8740268268178575849
0,39.0,2.6,0.07,8740268272473543145
0,41.0,3.5,0.86,8740268276768510441
0,35.0,4.0,0.89,8740268281063477737
0,28.0,3.0,-0.65,8740268285358445033
1,37.0,3.5,0.09,8740268289653412329
1,39.0,3.7,1.44,8740268293948379625
0,40.0,3.4,1.37,8740268298243346921
0,37.0,3.9,0.81,8740268302538314217
1,41.0,3.7,0.95,8740268306833281513
1,28.0,3.1,-0.5,8740268311128248809
1,39.0,4.0,-0.41,8740268315423216105
0,42.0,3.5,1.23,8740268319718183401
1,38.0,3.6,1.73,8740268324013150697
1,42.0,3.0,0.45,8740268328308117993
1,41.0,3.1,0.12,8740268332603085289
1,26.0,3.3,-1.35,8740268336898052585
1,41.0,3.5,-0.8,8740268341193019881
0,39.0,3.6,-0.16,8740268345487987177
0,28.0,3.9,0.81,8740268349782954473
0,34.0,3.8,1.99,8740268354077921769
1,41.0,3.3,-1.04,8740268358372889065
1,37.0,3.3,0.35,8740268362667856361
1,40.0,3.9,0.94,8740268366962823657
1,34.0,4.0,-0.58,8740268371257790953
0,47.0,3.1,-0.41,8740268375552758249
0,29.0,3.8,-0.62,8740268379847725545
0,33.0,3.1,-0.55,8740268384142692841
1,31.0,2.9,-1.17,8740268388437660137
1,30.0,2.4,-1.82,8740268392732627433
0,43.0,2.5,0.33,8740268397027594729
1,42.0,3.7,0.64,8740268401322562025
0,39.0,3.1,-0.35,8740268405617529321
0,37.0,3.3,2.15,8740268409912496617
1,35.0,4.0,0.4,8740268414207463913
1,34.0,3.5,0.64,8740268418502431209
1,41.0,3.1,1.66,8740268422797398505
1,40.0,4.0,-0.35,8740268427092365801
0,39.0,3.8,-0.12,8740268431387333097
1,28.0,2.4,-1.08,8740268435682300393
1,29.0,2.5,0.17,8740268439977267689
0,24.0,3.3,-0.74,8740268444272234985
0,40.0,2.9,-0.28,8740268448567202281
0,37.0,3.6,0.03,8740268452862169577
1,40.0,3.6,2.02,8740268457157136873
1,46.0,3.3,0.3,8740268461452104169
0,37.0,3.4,-0.17,8740268465747071465
1,43.0,3.7,1.56,8740268470042038761
1,34.0,3.6,-0.53,8740268474337006057
0,28.0,3.7,-0.66,8740268478631973353
1,30.0,3.2,-1.23,8740268482926940649
1,36.0,3.7,0.85,8740268487221907945
1,41.0,3.5,-0.2,8740268491516875241
1,38.0,3.4,-0.15,8740268495811842537
0,36.0,3.6,-1.62,8740268500106809833
0,42.0,3.5,1.23,8740268504401777129
0,31.0,2.2,0.05,8740268508696744425
0,40.0,3.7,1.31,8740268512991711721
0,42.0,3.1,-0.75,8740268517286679017
1,38.0,3.4,-0.66,8740268521581646313
1,42.0,3.3,1.39,8740268525876613609
0,42.0,3.0,-1.53,8740268530171580905
0,37.0,3.3,1.14,8740268534466548201
1,38.0,3.6,0.22,8740268538761515497
1,32.5,3.4,0.33,8740268543056482793
0,38.0,3.0,-0.75,8740268547351450089
0,26.5,2.9,-1.43,8740268551646417385
0,41.0,3.4,2.17,8740268555941384681
1,33.0,3.1,-0.81,8740268560236351977
